[-0.2848005462893133,inf)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07672708781310265,-0.07672708781310265)
[-0.07412616958215003,-0.07412616958215003)
[-0.07412616958215003,-0.07412616958215003)
[-0.07412616958215003,-0.07412616958215003)
[-0.07412616958215003,-0.07412616958215003)
[-0.07412616958215003,-0.07412616958215003)
[-0.07412616958215003,-0.07412616958215003)
[-0.07412616958215003,-0.07412616958215003)
[-0.07412616958215003,-0.07412616958215003)
[-0.07412616958215003,-0.07412616958215003)
[-0.07412616958215003,-0.07412616958215003)
[-0.07412616958215003,-0.07412616958215003)
[-0.07412616958215003,-0.07412616958215003)
[-0.07412616958215001,-0.07412616958215001)
[-0.07412616958215001,-0.07412616958215001)
[-0.07412616958215001,-0.07412616958215001)
[-0.07412616958215001,-0.07412616958215001)
[-0.07412616958215001,-0.07412616958215001)
[-0.07412616958215001,-0.07412616958215001)
[-0.0715252513511974,-0.0715252513511974)
[-0.0715252513511974,-0.0715252513511974)
[-0.07152525135119739,-0.07152525135119739)
[-0.07152525135119739,-0.07152525135119739)
[-0.07152525135119739,-0.07152525135119739)
[-0.07152525135119739,-0.07152525135119739)
[-0.07152525135119739,-0.07152525135119739)
[-0.07152525135119739,-0.07152525135119739)
[-0.07152525135119739,-0.07152525135119739)
[-0.07152525135119739,-0.07152525135119739)
[-0.07152525135119739,-0.07152525135119739)
[-0.07152525135119739,-0.07152525135119739)
[-0.07152525135119739,-0.07152525135119739)
[-0.07152525135119739,-0.07152525135119739)
[-0.07152525135119739,-0.07152525135119739)
[-0.06892433312024476,-0.06892433312024476)
[-0.06892433312024476,-0.06892433312024476)
[-0.06892433312024476,-0.06892433312024476)
[-0.06892433312024476,-0.06892433312024476)
[-0.06892433312024476,-0.06892433312024476)
[-0.06892433312024476,-0.06892433312024476)
[-0.06892433312024476,-0.06892433312024476)
[-0.06892433312024476,-0.06892433312024476)
[-0.06892433312024476,-0.06892433312024476)
[-0.06892433312024476,-0.06892433312024476)
[-0.06892433312024476,-0.06892433312024476)
[-0.06892433312024476,-0.06892433312024476)
[-0.06892433312024476,-0.06892433312024476)
[-0.06632341488929214,-0.06632341488929214)
[-0.06632341488929214,-0.06632341488929214)
[-0.06632341488929214,-0.06632341488929214)
[-0.06632341488929214,-0.06632341488929214)
[-0.06632341488929212,-0.06632341488929212)
[-0.06632341488929212,-0.06632341488929212)
[-0.06632341488929212,-0.06632341488929212)
[-0.06632341488929212,-0.06632341488929212)
[-0.06632341488929212,-0.06632341488929212)
[-0.06632341488929212,-0.06632341488929212)
[-0.06632341488929212,-0.06632341488929212)
[-0.06632341488929212,-0.06632341488929212)
[-0.06632341488929212,-0.06632341488929212)
[-0.06632341488929212,-0.06632341488929212)
[-0.06632341488929212,-0.06632341488929212)
[-0.06632341488929212,-0.06632341488929212)
[-0.0637224966583395,-0.0637224966583395)
[-0.0637224966583395,-0.0637224966583395)
[-0.0637224966583395,-0.0637224966583395)
[-0.0637224966583395,-0.0637224966583395)
[-0.0637224966583395,-0.0637224966583395)
[-0.0637224966583395,-0.0637224966583395)
[-0.0637224966583395,-0.0637224966583395)
[-0.0637224966583395,-0.0637224966583395)
[-0.0637224966583395,-0.0637224966583395)
[-0.0637224966583395,-0.0637224966583395)
[-0.06372249665833948,-0.06372249665833948)
[-0.06372249665833948,-0.06372249665833948)
[-0.06372249665833948,-0.06372249665833948)
[-0.06372249665833948,-0.06372249665833948)
[-0.06372249665833948,-0.06372249665833948)
[-0.06372249665833948,-0.06372249665833948)
[-0.06112157842738687,-0.06112157842738687)
[-0.061121578427386865,-0.061121578427386865)
[-0.061121578427386865,-0.061121578427386865)
[-0.061121578427386865,-0.061121578427386865)
[-0.061121578427386865,-0.061121578427386865)
[-0.061121578427386865,-0.061121578427386865)
[-0.06112157842738686,-0.06112157842738686)
[-0.06112157842738686,-0.06112157842738686)
[-0.06112157842738686,-0.06112157842738686)
[-0.06112157842738686,-0.06112157842738686)
[-0.06112157842738686,-0.06112157842738686)
[-0.06112157842738686,-0.06112157842738686)
[-0.06112157842738686,-0.06112157842738686)
[-0.06112157842738686,-0.06112157842738686)
[-0.06112157842738686,-0.06112157842738686)
[-0.05852066019643424,-0.05852066019643424)
[-0.05852066019643423,-0.05852066019643423)
[-0.05852066019643423,-0.05852066019643423)
[-0.05852066019643423,-0.05852066019643423)
[-0.05852066019643423,-0.05852066019643423)
[-0.05852066019643423,-0.05852066019643423)
[-0.05852066019643423,-0.05852066019643423)
[-0.05852066019643423,-0.05852066019643423)
[-0.05852066019643423,-0.05852066019643423)
[-0.05852066019643423,-0.05852066019643423)
[-0.05852066019643423,-0.05852066019643423)
[-0.05852066019643423,-0.05852066019643423)
[-0.05852066019643423,-0.05852066019643423)
[-0.05852066019643423,-0.05852066019643423)
[-0.05852066019643423,-0.05852066019643423)
[-0.058520660196434225,-0.058520660196434225)
[-0.058520660196434225,-0.058520660196434225)
[-0.055919741965481606,-0.055919741965481606)
[-0.0559197419654816,-0.0559197419654816)
[-0.0559197419654816,-0.0559197419654816)
[-0.0559197419654816,-0.0559197419654816)
[-0.0559197419654816,-0.0559197419654816)
[-0.0559197419654816,-0.0559197419654816)
[-0.0559197419654816,-0.0559197419654816)
[-0.0559197419654816,-0.0559197419654816)
[-0.055919741965481586,-0.055919741965481586)
[-0.055919741965481586,-0.055919741965481586)
[-0.055919741965481586,-0.055919741965481586)
[-0.055919741965481586,-0.055919741965481586)
[-0.055919741965481586,-0.055919741965481586)
[-0.055919741965481586,-0.055919741965481586)
[-0.055919741965481586,-0.055919741965481586)
[-0.053318823734528974,-0.053318823734528974)
[-0.05331882373452897,-0.05331882373452897)
[-0.05331882373452897,-0.05331882373452897)
[-0.05331882373452897,-0.05331882373452897)
[-0.05331882373452897,-0.05331882373452897)
[-0.05331882373452897,-0.05331882373452897)
[-0.05331882373452897,-0.05331882373452897)
[-0.05331882373452897,-0.05331882373452897)
[-0.05331882373452897,-0.05331882373452897)
[-0.05331882373452897,-0.05331882373452897)
[-0.05331882373452897,-0.05331882373452897)
[-0.05331882373452897,-0.05331882373452897)
[-0.05331882373452897,-0.05331882373452897)
[-0.05331882373452897,-0.05331882373452897)
[-0.05331882373452897,-0.05331882373452897)
[-0.05331882373452895,-0.05331882373452895)
[-0.05071790550357634,-0.05071790550357634)
[-0.05071790550357634,-0.05071790550357634)
[-0.05071790550357634,-0.05071790550357634)
[-0.05071790550357634,-0.05071790550357634)
[-0.05071790550357634,-0.05071790550357634)
[-0.050717905503576334,-0.050717905503576334)
[-0.050717905503576334,-0.050717905503576334)
[-0.050717905503576334,-0.050717905503576334)
[-0.050717905503576334,-0.050717905503576334)
[-0.050717905503576334,-0.050717905503576334)
[-0.050717905503576334,-0.050717905503576334)
[-0.050717905503576334,-0.050717905503576334)
[-0.05071790550357632,-0.05071790550357632)
[-0.05071790550357632,-0.05071790550357632)
[-0.04811698727262371,-0.04811698727262371)
[-0.04811698727262371,-0.04811698727262371)
[-0.04811698727262371,-0.04811698727262371)
[-0.048116987272623694,-0.048116987272623694)
[-0.048116987272623694,-0.048116987272623694)
[-0.048116987272623694,-0.048116987272623694)
[-0.048116987272623694,-0.048116987272623694)
[-0.048116987272623694,-0.048116987272623694)
[-0.048116987272623694,-0.048116987272623694)
[-0.048116987272623694,-0.048116987272623694)
[-0.048116987272623694,-0.048116987272623694)
[-0.048116987272623694,-0.048116987272623694)
[-0.048116987272623694,-0.048116987272623694)
[-0.048116987272623694,-0.048116987272623694)
[-0.048116987272623694,-0.048116987272623694)
[-0.048116987272623694,-0.048116987272623694)
[-0.048116987272623694,-0.048116987272623694)
[-0.045516069041671076,-0.045516069041671076)
[-0.045516069041671076,-0.045516069041671076)
[-0.045516069041671076,-0.045516069041671076)
[-0.045516069041671076,-0.045516069041671076)
[-0.045516069041671076,-0.045516069041671076)
[-0.045516069041671076,-0.045516069041671076)
[-0.045516069041671076,-0.045516069041671076)
[-0.04551606904167106,-0.04551606904167106)
[-0.04551606904167106,-0.04551606904167106)
[-0.04551606904167106,-0.04551606904167106)
[-0.04551606904167106,-0.04551606904167106)
[-0.04551606904167106,-0.04551606904167106)
[-0.04551606904167106,-0.04551606904167106)
[-0.04551606904167106,-0.04551606904167106)
[-0.045516069041671055,-0.045516069041671055)
[-0.045516069041671055,-0.045516069041671055)
[-0.04291515081071844,-0.04291515081071844)
[-0.04291515081071844,-0.04291515081071844)
[-0.04291515081071843,-0.04291515081071843)
[-0.04291515081071843,-0.04291515081071843)
[-0.04291515081071843,-0.04291515081071843)
[-0.04291515081071843,-0.04291515081071843)
[-0.04291515081071843,-0.04291515081071843)
[-0.04291515081071843,-0.04291515081071843)
[-0.04291515081071843,-0.04291515081071843)
[-0.04291515081071843,-0.04291515081071843)
[-0.04291515081071843,-0.04291515081071843)
[-0.04291515081071843,-0.04291515081071843)
[-0.04291515081071843,-0.04291515081071843)
[-0.04291515081071843,-0.04291515081071843)
[-0.04291515081071843,-0.04291515081071843)
[-0.0403142325797658,-0.0403142325797658)
[-0.0403142325797658,-0.0403142325797658)
[-0.0403142325797658,-0.0403142325797658)
[-0.0403142325797658,-0.0403142325797658)
[-0.0403142325797658,-0.0403142325797658)
[-0.0403142325797658,-0.0403142325797658)
[-0.0403142325797658,-0.0403142325797658)
[-0.0403142325797658,-0.0403142325797658)
[-0.0403142325797658,-0.0403142325797658)
[-0.0403142325797658,-0.0403142325797658)
[-0.0403142325797658,-0.0403142325797658)
[-0.0403142325797658,-0.0403142325797658)
[-0.0403142325797658,-0.0403142325797658)
[-0.040314232579765796,-0.040314232579765796)
[-0.040314232579765796,-0.040314232579765796)
[-0.04031423257976579,-0.04031423257976579)
[-0.03771331434881317,-0.03771331434881317)
[-0.03771331434881317,-0.03771331434881317)
[-0.03771331434881317,-0.03771331434881317)
[-0.03771331434881317,-0.03771331434881317)
[-0.03771331434881317,-0.03771331434881317)
[-0.03771331434881317,-0.03771331434881317)
[-0.03771331434881317,-0.03771331434881317)
[-0.03771331434881317,-0.03771331434881317)
[-0.03771331434881317,-0.03771331434881317)
[-0.03771331434881317,-0.03771331434881317)
[-0.03771331434881317,-0.03771331434881317)
[-0.037713314348813164,-0.037713314348813164)
[-0.037713314348813164,-0.037713314348813164)
[-0.037713314348813164,-0.037713314348813164)
[-0.03511239611786054,-0.03511239611786054)
[-0.03511239611786054,-0.03511239611786054)
[-0.03511239611786054,-0.03511239611786054)
[-0.03511239611786054,-0.03511239611786054)
[-0.03511239611786054,-0.03511239611786054)
[-0.03511239611786054,-0.03511239611786054)
[-0.03511239611786054,-0.03511239611786054)
[-0.03511239611786054,-0.03511239611786054)
[-0.03511239611786054,-0.03511239611786054)
[-0.03511239611786054,-0.03511239611786054)
[-0.03511239611786054,-0.03511239611786054)
[-0.03511239611786054,-0.03511239611786054)
[-0.03511239611786053,-0.03511239611786053)
[-0.03511239611786053,-0.03511239611786053)
[-0.03511239611786053,-0.03511239611786053)
[-0.03511239611786053,-0.03511239611786053)
[-0.03511239611786052,-0.03511239611786052)
[-0.03251147788690791,-0.03251147788690791)
[-0.03251147788690791,-0.03251147788690791)
[-0.03251147788690791,-0.03251147788690791)
[-0.032511477886907905,-0.032511477886907905)
[-0.032511477886907905,-0.032511477886907905)
[-0.032511477886907905,-0.032511477886907905)
[-0.032511477886907905,-0.032511477886907905)
[-0.032511477886907905,-0.032511477886907905)
[-0.032511477886907905,-0.032511477886907905)
[-0.032511477886907905,-0.032511477886907905)
[-0.032511477886907905,-0.032511477886907905)
[-0.0325114778869079,-0.0325114778869079)
[-0.0325114778869079,-0.0325114778869079)
[-0.0325114778869079,-0.0325114778869079)
[-0.0325114778869079,-0.0325114778869079)
[-0.029910559655955283,-0.029910559655955283)
[-0.029910559655955276,-0.029910559655955276)
[-0.029910559655955272,-0.029910559655955272)
[-0.029910559655955272,-0.029910559655955272)
[-0.029910559655955272,-0.029910559655955272)
[-0.029910559655955272,-0.029910559655955272)
[-0.029910559655955272,-0.029910559655955272)
[-0.029910559655955272,-0.029910559655955272)
[-0.029910559655955272,-0.029910559655955272)
[-0.029910559655955272,-0.029910559655955272)
[-0.029910559655955272,-0.029910559655955272)
[-0.029910559655955272,-0.029910559655955272)
[-0.029910559655955272,-0.029910559655955272)
[-0.029910559655955272,-0.029910559655955272)
[-0.027309641425002647,-0.027309641425002647)
[-0.027309641425002647,-0.027309641425002647)
[-0.027309641425002647,-0.027309641425002647)
[-0.027309641425002643,-0.027309641425002643)
[-0.027309641425002643,-0.027309641425002643)
[-0.02730964142500264,-0.02730964142500264)
[-0.02730964142500264,-0.02730964142500264)
[-0.02730964142500264,-0.02730964142500264)
[-0.02730964142500264,-0.02730964142500264)
[-0.02730964142500264,-0.02730964142500264)
[-0.02730964142500264,-0.02730964142500264)
[-0.02730964142500264,-0.02730964142500264)
[-0.02730964142500264,-0.02730964142500264)
[-0.02730964142500264,-0.02730964142500264)
[-0.024708723194050014,-0.024708723194050014)
[-0.024708723194050014,-0.024708723194050014)
[-0.024708723194050014,-0.024708723194050014)
[-0.02470872319405001,-0.02470872319405001)
[-0.02470872319405001,-0.02470872319405001)
[-0.02470872319405001,-0.02470872319405001)
[-0.024708723194050004,-0.024708723194050004)
[-0.024708723194050004,-0.024708723194050004)
[-0.024708723194050004,-0.024708723194050004)
[-0.024708723194050004,-0.024708723194050004)
[-0.024708723194050004,-0.024708723194050004)
[-0.024708723194050004,-0.024708723194050004)
[-0.024708723194050004,-0.024708723194050004)
[-0.024708723194050004,-0.024708723194050004)
[-0.024708723194050004,-0.024708723194050004)
[-0.024708723194050004,-0.024708723194050004)
[-0.024708723194050004,-0.024708723194050004)
[-0.02210780496309738,-0.02210780496309738)
[-0.02210780496309738,-0.02210780496309738)
[-0.02210780496309738,-0.02210780496309738)
[-0.02210780496309738,-0.02210780496309738)
[-0.02210780496309738,-0.02210780496309738)
[-0.02210780496309738,-0.02210780496309738)
[-0.022107804963097374,-0.022107804963097374)
[-0.022107804963097374,-0.022107804963097374)
[-0.022107804963097374,-0.022107804963097374)
[-0.022107804963097374,-0.022107804963097374)
[-0.022107804963097374,-0.022107804963097374)
[-0.022107804963097374,-0.022107804963097374)
[-0.022107804963097374,-0.022107804963097374)
[-0.02210780496309737,-0.02210780496309737)
[-0.02210780496309737,-0.02210780496309737)
[-0.02210780496309737,-0.02210780496309737)
[-0.02210780496309737,-0.02210780496309737)
[-0.02210780496309737,-0.02210780496309737)
[-0.02210780496309737,-0.02210780496309737)
[-0.019506886732144756,-0.019506886732144756)
[-0.01950688673214475,-0.01950688673214475)
[-0.01950688673214475,-0.01950688673214475)
[-0.01950688673214475,-0.01950688673214475)
[-0.01950688673214475,-0.01950688673214475)
[-0.01950688673214475,-0.01950688673214475)
[-0.01950688673214474,-0.01950688673214474)
[-0.01950688673214474,-0.01950688673214474)
[-0.01950688673214474,-0.01950688673214474)
[-0.01950688673214474,-0.01950688673214474)
[-0.01950688673214474,-0.01950688673214474)
[-0.01950688673214474,-0.01950688673214474)
[-0.01950688673214474,-0.01950688673214474)
[-0.019506886732144738,-0.019506886732144738)
[-0.019506886732144738,-0.019506886732144738)
[-0.019506886732144738,-0.019506886732144738)
[-0.016905968501192113,-0.016905968501192113)
[-0.016905968501192113,-0.016905968501192113)
[-0.016905968501192113,-0.016905968501192113)
[-0.016905968501192113,-0.016905968501192113)
[-0.016905968501192113,-0.016905968501192113)
[-0.016905968501192113,-0.016905968501192113)
[-0.016905968501192113,-0.016905968501192113)
[-0.016905968501192113,-0.016905968501192113)
[-0.016905968501192113,-0.016905968501192113)
[-0.016905968501192113,-0.016905968501192113)
[-0.01690596850119211,-0.01690596850119211)
[-0.01690596850119211,-0.01690596850119211)
[-0.01690596850119211,-0.01690596850119211)
[-0.01690596850119211,-0.01690596850119211)
[-0.016905968501192106,-0.016905968501192106)
[-0.01430505027023949,-0.01430505027023949)
[-0.014305050270239485,-0.014305050270239485)
[-0.01430505027023948,-0.01430505027023948)
[-0.01430505027023948,-0.01430505027023948)
[-0.01430505027023948,-0.01430505027023948)
[-0.01430505027023948,-0.01430505027023948)
[-0.014305050270239478,-0.014305050270239478)
[-0.014305050270239478,-0.014305050270239478)
[-0.014305050270239478,-0.014305050270239478)
[-0.014305050270239478,-0.014305050270239478)
[-0.014305050270239475,-0.014305050270239475)
[-0.014305050270239471,-0.014305050270239471)
[-0.014305050270239471,-0.014305050270239471)
[-0.014305050270239471,-0.014305050270239471)
[-0.011704132039286847,-0.011704132039286847)
[-0.011704132039286847,-0.011704132039286847)
[-0.011704132039286847,-0.011704132039286847)
[-0.011704132039286847,-0.011704132039286847)
[-0.011704132039286847,-0.011704132039286847)
[-0.011704132039286847,-0.011704132039286847)
[-0.011704132039286847,-0.011704132039286847)
[-0.011704132039286847,-0.011704132039286847)
[-0.011704132039286847,-0.011704132039286847)
[-0.011704132039286847,-0.011704132039286847)
[-0.011704132039286847,-0.011704132039286847)
[-0.011704132039286847,-0.011704132039286847)
[-0.011704132039286847,-0.011704132039286847)
[-0.011704132039286842,-0.011704132039286842)
[-0.011704132039286837,-0.011704132039286837)
[-0.009103213808334223,-0.009103213808334223)
[-0.009103213808334223,-0.009103213808334223)
[-0.009103213808334223,-0.009103213808334223)
[-0.009103213808334213,-0.009103213808334213)
[-0.009103213808334213,-0.009103213808334213)
[-0.009103213808334213,-0.009103213808334213)
[-0.009103213808334213,-0.009103213808334213)
[-0.009103213808334213,-0.009103213808334213)
[-0.009103213808334213,-0.009103213808334213)
[-0.009103213808334213,-0.009103213808334213)
[-0.009103213808334213,-0.009103213808334213)
[-0.009103213808334204,-0.009103213808334204)
[-0.009103213808334204,-0.009103213808334204)
[-0.006502295577381589,-0.006502295577381589)
[-0.006502295577381582,-0.006502295577381582)
[-0.006502295577381582,-0.006502295577381582)
[-0.006502295577381582,-0.006502295577381582)
[-0.006502295577381579,-0.006502295577381579)
[-0.006502295577381579,-0.006502295577381579)
[-0.006502295577381579,-0.006502295577381579)
[-0.006502295577381579,-0.006502295577381579)
[-0.006502295577381579,-0.006502295577381579)
[-0.006502295577381579,-0.006502295577381579)
[-0.006502295577381579,-0.006502295577381579)
[-0.006502295577381579,-0.006502295577381579)
[-0.003901377346428955,-0.003901377346428955)
[-0.003901377346428955,-0.003901377346428955)
[-0.0039013773464289503,-0.0039013773464289503)
[-0.0039013773464289503,-0.0039013773464289503)
[-0.0039013773464289503,-0.0039013773464289503)
[-0.0039013773464289486,-0.0039013773464289486)
[-0.003901377346428948,-0.003901377346428948)
[-0.003901377346428948,-0.003901377346428948)
[-0.003901377346428948,-0.003901377346428948)
[-0.0039013773464289456,-0.0039013773464289456)
[-0.0039013773464289456,-0.0039013773464289456)
[-0.0039013773464289456,-0.0039013773464289456)
[-0.003901377346428936,-0.003901377346428936)
[-0.003901377346428936,-0.003901377346428936)
[-0.0013004591154763168,-0.0013004591154763168)
[-0.0013004591154763168,-0.0013004591154763168)
[-0.0013004591154763168,-0.0013004591154763168)
[-0.0013004591154763168,-0.0013004591154763168)
[-0.0013004591154763168,-0.0013004591154763168)
[-0.0013004591154763168,-0.0013004591154763168)
[-0.0013004591154763168,-0.0013004591154763168)
[-0.0013004591154763161,-0.0013004591154763161)
[-0.001300459115476312,-0.001300459115476312)
[-0.001300459115476312,-0.001300459115476312)
[-0.001300459115476312,-0.001300459115476312)
[-0.001300459115476312,-0.001300459115476312)
[-0.001300459115476312,-0.001300459115476312)
[0.001300459115476312,0.001300459115476312)
[0.001300459115476312,0.001300459115476312)
[0.001300459115476312,0.001300459115476312)
[0.001300459115476312,0.001300459115476312)
[0.001300459115476312,0.001300459115476312)
[0.0013004591154763161,0.0013004591154763161)
[0.0013004591154763168,0.0013004591154763168)
[0.0013004591154763168,0.0013004591154763168)
[0.0013004591154763168,0.0013004591154763168)
[0.0013004591154763168,0.0013004591154763168)
[0.0013004591154763168,0.0013004591154763168)
[0.0013004591154763168,0.0013004591154763168)
[0.0013004591154763168,0.0013004591154763168)
[0.0013004591154763216,0.0013004591154763216)
[0.001300459115476331,0.001300459115476331)
[0.003901377346428936,0.003901377346428936)
[0.003901377346428936,0.003901377346428936)
[0.0039013773464289456,0.0039013773464289456)
[0.0039013773464289456,0.0039013773464289456)
[0.0039013773464289456,0.0039013773464289456)
[0.003901377346428948,0.003901377346428948)
[0.003901377346428948,0.003901377346428948)
[0.003901377346428948,0.003901377346428948)
[0.0039013773464289486,0.0039013773464289486)
[0.0039013773464289503,0.0039013773464289503)
[0.0039013773464289503,0.0039013773464289503)
[0.0039013773464289503,0.0039013773464289503)
[0.003901377346428955,0.003901377346428955)
[0.003901377346428955,0.003901377346428955)
[0.003901377346428955,0.003901377346428955)
[0.006502295577381579,0.006502295577381579)
[0.006502295577381579,0.006502295577381579)
[0.006502295577381579,0.006502295577381579)
[0.006502295577381579,0.006502295577381579)
[0.006502295577381579,0.006502295577381579)
[0.006502295577381579,0.006502295577381579)
[0.006502295577381579,0.006502295577381579)
[0.006502295577381579,0.006502295577381579)
[0.006502295577381579,0.006502295577381579)
[0.006502295577381579,0.006502295577381579)
[0.006502295577381579,0.006502295577381579)
[0.006502295577381582,0.006502295577381582)
[0.006502295577381582,0.006502295577381582)
[0.006502295577381582,0.006502295577381582)
[0.006502295577381582,0.006502295577381582)
[0.006502295577381589,0.006502295577381589)
[0.006502295577381598,0.006502295577381598)
[0.009103213808334204,0.009103213808334204)
[0.009103213808334213,0.009103213808334213)
[0.009103213808334213,0.009103213808334213)
[0.009103213808334213,0.009103213808334213)
[0.009103213808334213,0.009103213808334213)
[0.009103213808334213,0.009103213808334213)
[0.009103213808334213,0.009103213808334213)
[0.009103213808334213,0.009103213808334213)
[0.009103213808334213,0.009103213808334213)
[0.009103213808334213,0.009103213808334213)
[0.009103213808334213,0.009103213808334213)
[0.009103213808334213,0.009103213808334213)
[0.009103213808334213,0.009103213808334213)
[0.009103213808334223,0.009103213808334223)
[0.009103213808334223,0.009103213808334223)
[0.011704132039286837,0.011704132039286837)
[0.011704132039286837,0.011704132039286837)
[0.011704132039286842,0.011704132039286842)
[0.011704132039286847,0.011704132039286847)
[0.011704132039286847,0.011704132039286847)
[0.011704132039286847,0.011704132039286847)
[0.011704132039286847,0.011704132039286847)
[0.011704132039286847,0.011704132039286847)
[0.011704132039286847,0.011704132039286847)
[0.011704132039286847,0.011704132039286847)
[0.011704132039286847,0.011704132039286847)
[0.011704132039286847,0.011704132039286847)
[0.011704132039286847,0.011704132039286847)
[0.011704132039286847,0.011704132039286847)
[0.014305050270239471,0.014305050270239471)
[0.014305050270239471,0.014305050270239471)
[0.014305050270239471,0.014305050270239471)
[0.014305050270239475,0.014305050270239475)
[0.014305050270239478,0.014305050270239478)
[0.014305050270239478,0.014305050270239478)
[0.014305050270239478,0.014305050270239478)
[0.014305050270239478,0.014305050270239478)
[0.01430505027023948,0.01430505027023948)
[0.01430505027023948,0.01430505027023948)
[0.01430505027023948,0.01430505027023948)
[0.01430505027023948,0.01430505027023948)
[0.01430505027023948,0.01430505027023948)
[0.01430505027023949,0.01430505027023949)
[0.016905968501192106,0.016905968501192106)
[0.016905968501192106,0.016905968501192106)
[0.01690596850119211,0.01690596850119211)
[0.01690596850119211,0.01690596850119211)
[0.016905968501192113,0.016905968501192113)
[0.016905968501192113,0.016905968501192113)
[0.016905968501192113,0.016905968501192113)
[0.016905968501192113,0.016905968501192113)
[0.016905968501192113,0.016905968501192113)
[0.016905968501192113,0.016905968501192113)
[0.016905968501192113,0.016905968501192113)
[0.016905968501192113,0.016905968501192113)
[0.016905968501192113,0.016905968501192113)
[0.016905968501192113,0.016905968501192113)
[0.019506886732144738,0.019506886732144738)
[0.019506886732144738,0.019506886732144738)
[0.019506886732144738,0.019506886732144738)
[0.01950688673214474,0.01950688673214474)
[0.01950688673214474,0.01950688673214474)
[0.01950688673214474,0.01950688673214474)
[0.01950688673214474,0.01950688673214474)
[0.01950688673214474,0.01950688673214474)
[0.01950688673214474,0.01950688673214474)
[0.01950688673214474,0.01950688673214474)
[0.01950688673214475,0.01950688673214475)
[0.01950688673214475,0.01950688673214475)
[0.01950688673214475,0.01950688673214475)
[0.019506886732144756,0.019506886732144756)
[0.02210780496309736,0.02210780496309736)
[0.02210780496309737,0.02210780496309737)
[0.02210780496309737,0.02210780496309737)
[0.02210780496309737,0.02210780496309737)
[0.022107804963097374,0.022107804963097374)
[0.022107804963097374,0.022107804963097374)
[0.022107804963097374,0.022107804963097374)
[0.022107804963097374,0.022107804963097374)
[0.022107804963097374,0.022107804963097374)
[0.022107804963097374,0.022107804963097374)
[0.022107804963097374,0.022107804963097374)
[0.02210780496309738,0.02210780496309738)
[0.02210780496309738,0.02210780496309738)
[0.02210780496309738,0.02210780496309738)
[0.02210780496309738,0.02210780496309738)
[0.024708723194050004,0.024708723194050004)
[0.024708723194050004,0.024708723194050004)
[0.024708723194050004,0.024708723194050004)
[0.024708723194050004,0.024708723194050004)
[0.024708723194050004,0.024708723194050004)
[0.024708723194050004,0.024708723194050004)
[0.024708723194050004,0.024708723194050004)
[0.024708723194050004,0.024708723194050004)
[0.02470872319405001,0.02470872319405001)
[0.02470872319405001,0.02470872319405001)
[0.02470872319405001,0.02470872319405001)
[0.02470872319405001,0.02470872319405001)
[0.02470872319405001,0.02470872319405001)
[0.024708723194050014,0.024708723194050014)
[0.024708723194050014,0.024708723194050014)
[0.024708723194050014,0.024708723194050014)
[0.02730964142500263,0.02730964142500263)
[0.02730964142500264,0.02730964142500264)
[0.02730964142500264,0.02730964142500264)
[0.02730964142500264,0.02730964142500264)
[0.02730964142500264,0.02730964142500264)
[0.02730964142500264,0.02730964142500264)
[0.02730964142500264,0.02730964142500264)
[0.02730964142500264,0.02730964142500264)
[0.02730964142500264,0.02730964142500264)
[0.02730964142500264,0.02730964142500264)
[0.02730964142500264,0.02730964142500264)
[0.027309641425002643,0.027309641425002643)
[0.027309641425002643,0.027309641425002643)
[0.027309641425002647,0.027309641425002647)
[0.027309641425002647,0.027309641425002647)
[0.027309641425002647,0.027309641425002647)
[0.027309641425002647,0.027309641425002647)
[0.029910559655955272,0.029910559655955272)
[0.029910559655955272,0.029910559655955272)
[0.029910559655955272,0.029910559655955272)
[0.029910559655955272,0.029910559655955272)
[0.029910559655955272,0.029910559655955272)
[0.029910559655955272,0.029910559655955272)
[0.029910559655955272,0.029910559655955272)
[0.029910559655955272,0.029910559655955272)
[0.029910559655955272,0.029910559655955272)
[0.029910559655955272,0.029910559655955272)
[0.029910559655955272,0.029910559655955272)
[0.029910559655955272,0.029910559655955272)
[0.029910559655955272,0.029910559655955272)
[0.029910559655955272,0.029910559655955272)
[0.029910559655955276,0.029910559655955276)
[0.029910559655955276,0.029910559655955276)
[0.029910559655955283,0.029910559655955283)
[0.029910559655955283,0.029910559655955283)
[0.0325114778869079,0.0325114778869079)
[0.0325114778869079,0.0325114778869079)
[0.0325114778869079,0.0325114778869079)
[0.0325114778869079,0.0325114778869079)
[0.0325114778869079,0.0325114778869079)
[0.0325114778869079,0.0325114778869079)
[0.032511477886907905,0.032511477886907905)
[0.032511477886907905,0.032511477886907905)
